Dwelling Type;Climate Type;Degrees of Reference;Construction Period;Size Factor;Surface;Ceiling Height;Share of Windows;Dwelling per Floor;Floors;Intermittence;__init__ial Age;Heating System;Efficiency;A Investment;B Investment;Maintenance Cost;Emission Factor;Energy Price;Same Switch Cost;Different Switch Cost;Delevery Type Cost;Specific Gas Price;Annual Variation;Carbon Price;Discount Rate;Inflation Rate;Insulation Limit;Headcount;Um0;Um1;Um2;Um3;Um4;Um5;Um6;Um7;Um8;Um9;Um10;Um11;Um12;Um13;Um14;Um15;Um16;Um17;Um18;Um19;Uw0;Uw1;Uw2;Uw3;Ur0;Ur1;Ur2;Ur3;Ur4;Ur5;Ur6;Ur7;Uf0;Uf1;Uf2;Uf3
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;0;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;153;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;1;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;153;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;2;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;153;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;3;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;153;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;4;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;153;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;5;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;6;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;7;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;8;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;9;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;10;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;11;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;12;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;13;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;14;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;59;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;15;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;16;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;17;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;18;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Middle;111.9;2.5;0.3;1;1;0.85;19;EHP;1.85;5600.0;0.2;170;0.00018;0.159;1000;1000;3000;0.159;0.03;25;0.05;0;500000;0;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;0;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;1;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;2;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;3;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;4;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;5;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;6;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;7;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;8;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;9;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;98;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;10;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;11;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;12;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;13;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;14;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;15;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;16;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;17;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;18;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;19;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;294;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;0;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;198;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;1;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;198;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;2;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;198;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;3;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;198;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;4;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;198;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;5;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;296;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;6;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;296;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;7;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;296;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;8;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;296;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;9;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;296;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;10;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;11;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;12;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;13;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;14;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
ID;H3;34281;1982-1989;Small;70.0;2.5;0.3;1;1;0.85;15;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;741;0.8;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.32;0.35;0.29;0.22;0.2;0.13;0.22;0.15;0.74;0.34;0.29;0.25
